symbol,longShortRatio,timestamp
BTCUSDT,1.7778,1653476100000
BTCUSDT,1.7770,1653475800000
BTCUSDT,1.7809,1653475500000
BTCUSDT,1.7816,1653475200000
BTCUSDT,1.7793,1653474900000
BTCUSDT,1.7824,1653474600000
BTCUSDT,1.7778,1653474300000
BTCUSDT,1.7762,1653474000000
BTCUSDT,1.7778,1653473700000
BTCUSDT,1.7925,1653473400000
BTCUSDT,1.7917,1653473100000
BTCUSDT,1.7840,1653472800000
BTCUSDT,1.7917,1653472500000
BTCUSDT,1.7878,1653472200000
BTCUSDT,1.7824,1653471900000
BTCUSDT,1.7778,1653471600000
BTCUSDT,1.7693,1653471300000
BTCUSDT,1.7685,1653471000000
BTCUSDT,1.7670,1653470700000
BTCUSDT,1.7655,1653470400000
BTCUSDT,1.7647,1653470100000
BTCUSDT,1.7747,1653469800000
BTCUSDT,1.7670,1653469500000
BTCUSDT,1.7571,1653469200000
BTCUSDT,1.7586,1653468900000
BTCUSDT,1.7457,1653468600000
BTCUSDT,1.7071,1653468300000
BTCUSDT,1.7064,1653468000000
BTCUSDT,1.7122,1653467700000
BTCUSDT,1.7130,1653467400000
BTCUSDT,1.7108,1653467100000
BTCUSDT,1.7100,1653466800000
BTCUSDT,1.7042,1653466500000
BTCUSDT,1.6889,1653466200000
BTCUSDT,1.6695,1653465900000
BTCUSDT,1.7020,1653465600000
BTCUSDT,1.7071,1653465300000
BTCUSDT,1.6991,1653465000000
BTCUSDT,1.6983,1653464700000
BTCUSDT,1.6976,1653464400000
BTCUSDT,1.7020,1653464100000
BTCUSDT,1.7189,1653463800000
BTCUSDT,1.7196,1653463500000
BTCUSDT,1.7248,1653463200000
BTCUSDT,1.7159,1653462900000
BTCUSDT,1.6961,1653462600000
BTCUSDT,1.6903,1653462300000
BTCUSDT,1.6947,1653462000000
BTCUSDT,1.6947,1653461700000
BTCUSDT,1.6603,1653461400000
BTCUSDT,1.6413,1653461100000
BTCUSDT,1.6309,1653460800000
BTCUSDT,1.6151,1653460500000
BTCUSDT,1.5523,1653460200000
BTCUSDT,1.5284,1653459900000
BTCUSDT,1.5214,1653459600000
BTCUSDT,1.5214,1653459300000
BTCUSDT,1.5214,1653459000000
BTCUSDT,1.5387,1653458700000
BTCUSDT,1.5233,1653458400000
BTCUSDT,1.5202,1653458100000
BTCUSDT,1.5491,1653457800000
BTCUSDT,1.5549,1653457500000
BTCUSDT,1.5497,1653457200000
BTCUSDT,1.5674,1653456900000
BTCUSDT,1.6069,1653456600000
BTCUSDT,1.6171,1653456300000
BTCUSDT,1.6192,1653456000000
BTCUSDT,1.6123,1653455700000
BTCUSDT,1.6137,1653455400000
BTCUSDT,1.6226,1653455100000
BTCUSDT,1.6378,1653454800000
BTCUSDT,1.6511,1653454500000
BTCUSDT,1.6702,1653454200000
BTCUSDT,1.6824,1653453900000
BTCUSDT,1.6918,1653453600000
BTCUSDT,1.7130,1653453300000
BTCUSDT,1.7307,1653453000000
BTCUSDT,1.7473,1653452700000
BTCUSDT,1.7655,1653452400000
BTCUSDT,1.7847,1653452100000
BTCUSDT,1.8090,1653451800000
BTCUSDT,1.8337,1653451500000
BTCUSDT,1.8506,1653451200000
BTCUSDT,1.8645,1653450900000
BTCUSDT,1.8777,1653450600000
BTCUSDT,1.8877,1653450300000
BTCUSDT,1.8986,1653450000000
BTCUSDT,1.9172,1653449700000
BTCUSDT,1.9886,1653449400000
BTCUSDT,1.9878,1653449100000
BTCUSDT,2.0148,1653448800000
BTCUSDT,2.0488,1653448500000
BTCUSDT,2.0769,1653448200000
BTCUSDT,2.1143,1653447900000
BTCUSDT,2.1153,1653447600000
BTCUSDT,2.1437,1653447300000
BTCUSDT,2.1260,1653447000000
BTCUSDT,2.1397,1653446700000
BTCUSDT,2.1516,1653446400000
BTCUSDT,2.1666,1653446100000
BTCUSDT,2.1776,1653445800000
BTCUSDT,2.2103,1653445500000
BTCUSDT,2.1847,1653445200000
BTCUSDT,2.1908,1653444900000
BTCUSDT,2.1980,1653444600000
BTCUSDT,2.2300,1653444300000
BTCUSDT,2.2563,1653444000000
BTCUSDT,2.2499,1653443700000
BTCUSDT,2.2446,1653443400000
BTCUSDT,2.2489,1653443100000
BTCUSDT,2.2510,1653442800000
BTCUSDT,2.2584,1653442500000
BTCUSDT,2.2605,1653442200000
BTCUSDT,2.2680,1653441900000
BTCUSDT,2.2819,1653441600000
BTCUSDT,2.2755,1653441300000
BTCUSDT,2.2712,1653441000000
BTCUSDT,2.2637,1653440700000
BTCUSDT,2.2798,1653440400000
BTCUSDT,2.2819,1653440100000
BTCUSDT,2.2884,1653439800000
BTCUSDT,2.2895,1653439500000
BTCUSDT,2.2787,1653439200000
BTCUSDT,2.2830,1653438900000
BTCUSDT,2.2927,1653438600000
BTCUSDT,2.3003,1653438300000
BTCUSDT,2.3036,1653438000000
BTCUSDT,2.3080,1653437700000
BTCUSDT,2.3289,1653437400000
BTCUSDT,2.3568,1653437100000
BTCUSDT,2.3602,1653436800000
BTCUSDT,2.3659,1653436500000
BTCUSDT,2.3512,1653436200000
BTCUSDT,2.3546,1653435900000
BTCUSDT,2.3523,1653435600000
BTCUSDT,2.3580,1653435300000
BTCUSDT,2.3636,1653435000000
BTCUSDT,2.3784,1653434700000
BTCUSDT,2.4002,1653434400000
BTCUSDT,2.4025,1653434100000
BTCUSDT,2.3910,1653433800000
BTCUSDT,2.2478,1653433500000
BTCUSDT,2.2584,1653433200000
BTCUSDT,2.2605,1653432900000
BTCUSDT,2.2690,1653432600000
BTCUSDT,2.2626,1653432300000
BTCUSDT,2.2690,1653432000000
BTCUSDT,2.2798,1653431700000
BTCUSDT,2.2971,1653431400000
BTCUSDT,2.3102,1653431100000
BTCUSDT,2.3179,1653430800000
BTCUSDT,2.3234,1653430500000
BTCUSDT,2.3278,1653430200000
BTCUSDT,2.3378,1653429900000
BTCUSDT,2.3434,1653429600000
BTCUSDT,2.3245,1653429300000
BTCUSDT,2.3267,1653429000000
BTCUSDT,2.3289,1653428700000
BTCUSDT,2.3289,1653428400000
BTCUSDT,2.3400,1653428100000
BTCUSDT,2.3512,1653427800000
BTCUSDT,2.3659,1653427500000
BTCUSDT,2.3681,1653427200000
BTCUSDT,2.3875,1653426900000
BTCUSDT,2.3613,1653426600000
BTCUSDT,2.3704,1653426300000
BTCUSDT,2.3704,1653426000000
BTCUSDT,2.3512,1653425700000
BTCUSDT,2.3636,1653425400000
BTCUSDT,2.3478,1653425100000
BTCUSDT,2.3456,1653424800000
BTCUSDT,2.3333,1653424500000
BTCUSDT,2.3389,1653424200000
BTCUSDT,2.3378,1653423900000
BTCUSDT,2.3389,1653423600000
BTCUSDT,2.3490,1653423300000
BTCUSDT,2.3478,1653423000000
BTCUSDT,2.3670,1653422700000
BTCUSDT,2.3670,1653422400000
BTCUSDT,2.3841,1653422100000
BTCUSDT,2.4072,1653421800000
BTCUSDT,2.4223,1653421500000
BTCUSDT,2.4530,1653421200000
BTCUSDT,2.4746,1653420900000
BTCUSDT,2.4916,1653420600000
BTCUSDT,2.4990,1653420300000
BTCUSDT,2.5162,1653420000000
BTCUSDT,2.5236,1653419700000
BTCUSDT,2.5348,1653419400000
BTCUSDT,2.5236,1653419100000
BTCUSDT,2.4977,1653418800000
BTCUSDT,2.4831,1653418500000
BTCUSDT,2.4483,1653418200000
BTCUSDT,2.4614,1653417900000
BTCUSDT,2.4758,1653417600000
BTCUSDT,2.4831,1653417300000
BTCUSDT,2.4892,1653417000000
BTCUSDT,2.4965,1653416700000
BTCUSDT,2.5026,1653416400000
BTCUSDT,2.5186,1653416100000
BTCUSDT,2.5323,1653415800000
BTCUSDT,2.5088,1653415500000
BTCUSDT,2.5149,1653415200000
BTCUSDT,2.4892,1653414900000
BTCUSDT,2.4904,1653414600000
BTCUSDT,2.4855,1653414300000
BTCUSDT,2.4590,1653414000000
BTCUSDT,2.4305,1653413700000
BTCUSDT,2.4341,1653413400000
BTCUSDT,2.4258,1653413100000
BTCUSDT,2.4364,1653412800000
BTCUSDT,2.4352,1653412500000
BTCUSDT,2.4305,1653412200000
BTCUSDT,2.4258,1653411900000
BTCUSDT,2.4352,1653411600000
BTCUSDT,2.4282,1653411300000
BTCUSDT,2.4483,1653411000000
BTCUSDT,2.4412,1653410700000
BTCUSDT,2.4200,1653410400000
BTCUSDT,2.4141,1653410100000
BTCUSDT,2.4746,1653409800000
BTCUSDT,2.5186,1653409500000
BTCUSDT,2.5549,1653409200000
BTCUSDT,2.5971,1653408900000
BTCUSDT,2.6206,1653408600000
BTCUSDT,2.6153,1653408300000
BTCUSDT,2.6232,1653408000000
BTCUSDT,2.6311,1653407700000
BTCUSDT,2.7120,1653407400000
BTCUSDT,2.5361,1653407100000
BTCUSDT,2.4904,1653406800000
BTCUSDT,2.4953,1653406500000
BTCUSDT,2.4771,1653406200000
BTCUSDT,2.4734,1653405900000
BTCUSDT,2.4904,1653405600000
BTCUSDT,2.4941,1653405300000
BTCUSDT,2.5063,1653405000000
BTCUSDT,2.5224,1653404700000
BTCUSDT,2.5336,1653404400000
BTCUSDT,2.5373,1653404100000
BTCUSDT,2.5373,1653403800000
BTCUSDT,2.5311,1653403500000
BTCUSDT,2.5373,1653403200000
BTCUSDT,2.5562,1653402900000
BTCUSDT,2.4734,1653402600000
BTCUSDT,2.4447,1653402300000
BTCUSDT,2.3761,1653402000000
BTCUSDT,2.3322,1653401700000
BTCUSDT,2.3102,1653401400000
BTCUSDT,2.3058,1653401100000
BTCUSDT,2.2669,1653400800000
BTCUSDT,2.2949,1653400500000
BTCUSDT,2.3058,1653400200000
BTCUSDT,2.3058,1653399900000
BTCUSDT,2.3113,1653399600000
BTCUSDT,2.3146,1653399300000
BTCUSDT,2.3278,1653399000000
BTCUSDT,2.3367,1653398700000
BTCUSDT,2.3411,1653398400000
BTCUSDT,2.3400,1653398100000
BTCUSDT,2.3422,1653397800000
BTCUSDT,2.3333,1653397500000
BTCUSDT,2.3523,1653397200000
BTCUSDT,2.3546,1653396900000
BTCUSDT,2.3478,1653396600000
BTCUSDT,2.3467,1653396300000
BTCUSDT,2.3422,1653396000000
BTCUSDT,2.3289,1653395700000
BTCUSDT,2.3156,1653395400000
BTCUSDT,2.2927,1653395100000
BTCUSDT,2.2938,1653394800000
BTCUSDT,2.2938,1653394500000
BTCUSDT,2.3080,1653394200000
BTCUSDT,2.3058,1653393900000
BTCUSDT,2.2852,1653393600000
BTCUSDT,2.2960,1653393300000
BTCUSDT,2.2960,1653393000000
BTCUSDT,2.2960,1653392700000
BTCUSDT,2.2982,1653392400000
BTCUSDT,2.3047,1653392100000
BTCUSDT,2.3102,1653391800000
BTCUSDT,2.3146,1653391500000
BTCUSDT,2.3245,1653391200000
BTCUSDT,2.3278,1653390900000
BTCUSDT,2.3201,1653390600000
BTCUSDT,2.3179,1653390300000
BTCUSDT,2.3179,1653390000000
BTCUSDT,2.3069,1653389700000
BTCUSDT,2.3102,1653389400000
BTCUSDT,2.3135,1653389100000
BTCUSDT,2.3212,1653388800000
BTCUSDT,2.3201,1653388500000
BTCUSDT,2.3234,1653388200000
BTCUSDT,2.3267,1653387900000
BTCUSDT,2.3212,1653387600000
BTCUSDT,2.3256,1653387300000
BTCUSDT,2.3190,1653387000000
BTCUSDT,2.3179,1653386700000
BTCUSDT,2.3234,1653386400000
BTCUSDT,2.3156,1653386100000
BTCUSDT,2.3311,1653385800000
BTCUSDT,2.3400,1653385500000
BTCUSDT,2.3411,1653385200000
BTCUSDT,2.3422,1653384900000
BTCUSDT,2.3478,1653384600000
BTCUSDT,2.3422,1653384300000
BTCUSDT,2.3546,1653384000000
BTCUSDT,2.3659,1653383700000
BTCUSDT,2.3580,1653383400000
BTCUSDT,2.3535,1653383100000
BTCUSDT,2.3256,1653382800000
BTCUSDT,2.3445,1653382500000
BTCUSDT,2.3784,1653382200000
BTCUSDT,2.3772,1653381900000
BTCUSDT,2.3693,1653381600000
BTCUSDT,2.3750,1653381300000
BTCUSDT,2.3761,1653381000000
BTCUSDT,2.3784,1653380700000
BTCUSDT,2.3818,1653380400000
BTCUSDT,2.3887,1653380100000
BTCUSDT,2.3887,1653379800000
BTCUSDT,2.3898,1653379500000
BTCUSDT,2.3944,1653379200000
BTCUSDT,2.3921,1653378900000
BTCUSDT,2.3921,1653378600000
BTCUSDT,2.3921,1653378300000
BTCUSDT,2.3979,1653378000000
BTCUSDT,2.4072,1653377700000
BTCUSDT,2.4072,1653377400000
BTCUSDT,2.4118,1653377100000
BTCUSDT,2.4200,1653376800000
BTCUSDT,2.4388,1653376500000
BTCUSDT,2.4270,1653376200000
BTCUSDT,2.4317,1653375900000
BTCUSDT,2.4400,1653375600000
BTCUSDT,2.4459,1653375300000
BTCUSDT,2.4471,1653375000000
BTCUSDT,2.4698,1653374700000
BTCUSDT,2.4880,1653374400000
BTCUSDT,2.5149,1653374100000
BTCUSDT,2.5273,1653373800000
BTCUSDT,2.5273,1653373500000
BTCUSDT,2.5224,1653373200000
BTCUSDT,2.5236,1653372900000
BTCUSDT,2.5311,1653372600000
BTCUSDT,2.5311,1653372300000
BTCUSDT,2.5336,1653372000000
BTCUSDT,2.5575,1653371700000
BTCUSDT,2.5625,1653371400000
BTCUSDT,2.5791,1653371100000
BTCUSDT,2.5920,1653370800000
BTCUSDT,2.6088,1653370500000
BTCUSDT,2.6114,1653370200000
BTCUSDT,2.6114,1653369900000
BTCUSDT,2.6114,1653369600000
BTCUSDT,2.6127,1653369300000
BTCUSDT,2.6114,1653369000000
BTCUSDT,2.6036,1653368700000
BTCUSDT,2.6088,1653368400000
BTCUSDT,2.6245,1653368100000
BTCUSDT,2.6311,1653367800000
BTCUSDT,2.6298,1653367500000
BTCUSDT,2.6166,1653367200000
BTCUSDT,2.6166,1653367200000
BTCUSDT,2.6114,1653366900000
BTCUSDT,2.6114,1653366600000
BTCUSDT,2.5829,1653366300000
BTCUSDT,2.5881,1653366000000
BTCUSDT,2.5920,1653365700000
BTCUSDT,2.5932,1653365400000
BTCUSDT,2.5945,1653365100000
BTCUSDT,2.5997,1653364800000
BTCUSDT,2.5971,1653364500000
BTCUSDT,2.5907,1653364200000
BTCUSDT,2.5881,1653363900000
BTCUSDT,2.5868,1653363600000
BTCUSDT,2.5829,1653363300000
BTCUSDT,2.5855,1653363000000
BTCUSDT,2.5920,1653362700000
BTCUSDT,2.5907,1653362400000
BTCUSDT,2.5727,1653362100000
BTCUSDT,2.5676,1653361800000
BTCUSDT,2.5613,1653361500000
BTCUSDT,2.5587,1653361200000
BTCUSDT,2.5537,1653360900000
BTCUSDT,2.5461,1653360600000
BTCUSDT,2.5411,1653360300000
BTCUSDT,2.5373,1653360000000
BTCUSDT,2.5273,1653359700000
BTCUSDT,2.5186,1653359400000
BTCUSDT,2.4990,1653359100000
BTCUSDT,2.4758,1653358800000
BTCUSDT,2.4746,1653358500000
BTCUSDT,2.4771,1653358200000
BTCUSDT,2.4746,1653357900000
BTCUSDT,2.4590,1653357600000
BTCUSDT,2.4530,1653357300000
BTCUSDT,2.4376,1653357000000
BTCUSDT,2.4235,1653356700000
BTCUSDT,2.4130,1653356400000
BTCUSDT,2.3967,1653356100000
BTCUSDT,2.3898,1653355800000
BTCUSDT,2.3818,1653355500000
BTCUSDT,2.3795,1653355200000
BTCUSDT,2.3795,1653354900000
BTCUSDT,2.3693,1653354600000
BTCUSDT,2.3568,1653354300000
BTCUSDT,2.3490,1653354000000
BTCUSDT,2.3535,1653353700000
BTCUSDT,2.3478,1653353400000
BTCUSDT,2.3389,1653353100000
BTCUSDT,2.3389,1653352800000
BTCUSDT,2.3245,1653352500000
BTCUSDT,2.3091,1653352200000
BTCUSDT,2.2992,1653351900000
BTCUSDT,2.2873,1653351600000
BTCUSDT,2.2616,1653351300000
BTCUSDT,2.2446,1653351000000
BTCUSDT,2.2072,1653350700000
BTCUSDT,2.1908,1653350400000
BTCUSDT,2.1837,1653350100000
BTCUSDT,2.1716,1653349800000
BTCUSDT,2.1566,1653349500000
BTCUSDT,2.1437,1653349200000
BTCUSDT,2.1328,1653348900000
BTCUSDT,2.0998,1653348600000
BTCUSDT,2.0921,1653348300000
BTCUSDT,2.0432,1653348000000
BTCUSDT,2.0798,1653347700000
BTCUSDT,2.0703,1653347400000
BTCUSDT,2.0628,1653347100000
BTCUSDT,2.0647,1653346800000
BTCUSDT,2.0367,1653346500000
BTCUSDT,2.0193,1653346200000
BTCUSDT,2.0075,1653345900000
BTCUSDT,1.9958,1653345600000
BTCUSDT,1.9603,1653345300000
BTCUSDT,1.9525,1653345000000
BTCUSDT,1.9438,1653344700000
BTCUSDT,1.9283,1653344400000
BTCUSDT,1.9265,1653344100000
BTCUSDT,1.9155,1653343800000
BTCUSDT,1.8935,1653343500000
BTCUSDT,1.9104,1653343200000
BTCUSDT,1.9129,1653342900000
BTCUSDT,1.9138,1653342600000
BTCUSDT,1.9180,1653342300000
BTCUSDT,1.9291,1653342000000
BTCUSDT,1.9351,1653341700000
BTCUSDT,1.9036,1653341400000
BTCUSDT,1.8977,1653341100000
BTCUSDT,1.8960,1653340800000
BTCUSDT,1.8868,1653340500000
BTCUSDT,1.8703,1653340200000
BTCUSDT,1.8694,1653339900000
BTCUSDT,1.8760,1653339600000
BTCUSDT,1.8752,1653339300000
BTCUSDT,1.8769,1653339000000
BTCUSDT,1.8385,1653338700000
BTCUSDT,1.7894,1653338400000
BTCUSDT,1.7716,1653338100000
BTCUSDT,1.7495,1653337800000
BTCUSDT,1.7300,1653337500000
BTCUSDT,1.6998,1653337200000
BTCUSDT,1.6660,1653336900000
BTCUSDT,1.6455,1653336600000
BTCUSDT,1.6028,1653336300000
BTCUSDT,1.5887,1653336000000
BTCUSDT,1.6021,1653335700000
BTCUSDT,1.5674,1653335400000
BTCUSDT,1.5278,1653335100000
BTCUSDT,1.5038,1653334800000
BTCUSDT,1.4851,1653334500000
BTCUSDT,1.4219,1653334200000
BTCUSDT,1.3889,1653333900000
BTCUSDT,1.3513,1653333600000
BTCUSDT,1.2743,1653333300000
BTCUSDT,1.2655,1653333000000
BTCUSDT,1.2292,1653332700000
BTCUSDT,1.2272,1653332400000
BTCUSDT,1.2416,1653332100000
BTCUSDT,1.2442,1653331800000
BTCUSDT,1.2381,1653331500000
BTCUSDT,1.2371,1653331200000
BTCUSDT,1.2371,1653330900000
BTCUSDT,1.2331,1653330600000
BTCUSDT,1.2321,1653330300000
BTCUSDT,1.2297,1653330000000
BTCUSDT,1.2252,1653329700000
BTCUSDT,1.2207,1653329400000
BTCUSDT,1.2095,1653329100000
BTCUSDT,1.2148,1653328800000
BTCUSDT,1.2104,1653328500000
BTCUSDT,1.2065,1653328200000
BTCUSDT,1.1988,1653327900000
BTCUSDT,1.1939,1653327600000
BTCUSDT,1.1815,1653327300000
BTCUSDT,1.1617,1653327000000
BTCUSDT,1.1547,1653326700000
BTCUSDT,1.1445,1653326400000
BTCUSDT,1.1381,1653326100000
BTCUSDT,1.1227,1653325800000
BTCUSDT,1.1008,1653325500000
BTCUSDT,1.0799,1653325200000
BTCUSDT,1.0619,1653324900000
BTCUSDT,1.0653,1653324600000
BTCUSDT,1.0695,1653324300000
BTCUSDT,1.0687,1653324000000
BTCUSDT,1.0657,1653323700000
BTCUSDT,1.0653,1653323400000
BTCUSDT,1.0670,1653323100000
BTCUSDT,1.0619,1653322800000
BTCUSDT,1.0640,1653322500000
BTCUSDT,1.0640,1653322200000
BTCUSDT,1.0614,1653321900000
BTCUSDT,1.0623,1653321600000
BTCUSDT,1.0589,1653321300000
BTCUSDT,1.0585,1653321000000
BTCUSDT,1.0670,1653320700000
BTCUSDT,1.0644,1653320400000
BTCUSDT,1.0708,1653320100000
BTCUSDT,1.0721,1653319800000
BTCUSDT,1.0751,1653319500000
BTCUSDT,1.0764,1653319200000
BTCUSDT,1.0925,1653318900000
BTCUSDT,1.0942,1653318600000
BTCUSDT,1.0964,1653318300000
BTCUSDT,1.0894,1653318000000
BTCUSDT,1.0964,1653317700000
BTCUSDT,1.1026,1653317400000
BTCUSDT,1.1008,1653317100000
BTCUSDT,1.1044,1653316800000
BTCUSDT,1.1106,1653316500000
BTCUSDT,1.1035,1653316200000
BTCUSDT,1.1115,1653315900000
BTCUSDT,1.1209,1653315600000
BTCUSDT,1.1133,1653315300000
BTCUSDT,1.0942,1653315000000
BTCUSDT,1.1030,1653314700000
BTCUSDT,1.0683,1653314400000
BTCUSDT,1.0593,1653314100000
BTCUSDT,1.0644,1653313800000
BTCUSDT,1.0803,1653313500000
BTCUSDT,1.0929,1653313200000
BTCUSDT,1.0964,1653312900000
BTCUSDT,1.0890,1653312600000
BTCUSDT,1.0925,1653312300000
BTCUSDT,1.0986,1653312000000
BTCUSDT,1.0964,1653311700000
BTCUSDT,1.0886,1653311400000
BTCUSDT,1.0838,1653311100000
BTCUSDT,1.1124,1653310800000
BTCUSDT,1.1160,1653310500000
BTCUSDT,1.1146,1653310200000
BTCUSDT,1.1084,1653309900000
BTCUSDT,1.1039,1653309600000
BTCUSDT,1.0929,1653309300000
BTCUSDT,1.0864,1653309000000
BTCUSDT,1.0838,1653308700000
BTCUSDT,1.0916,1653308400000
BTCUSDT,1.1101,1653308100000
BTCUSDT,1.1115,1653307800000
BTCUSDT,1.1075,1653307500000
BTCUSDT,1.1013,1653307200000
BTCUSDT,1.0969,1653306900000
BTCUSDT,1.0934,1653306600000
BTCUSDT,1.0973,1653306300000
BTCUSDT,1.0964,1653306000000
BTCUSDT,1.0986,1653305700000
BTCUSDT,1.1008,1653305400000
BTCUSDT,1.1013,1653305100000
BTCUSDT,1.1039,1653304800000
BTCUSDT,1.1115,1653304500000
BTCUSDT,1.1119,1653304200000
BTCUSDT,1.1160,1653303900000
BTCUSDT,1.1137,1653303600000
BTCUSDT,1.1182,1653303300000
BTCUSDT,1.1218,1653303000000
BTCUSDT,1.1222,1653302700000
BTCUSDT,1.1227,1653302400000
BTCUSDT,1.1317,1653302100000
BTCUSDT,1.1404,1653301800000
BTCUSDT,1.1427,1653301500000
BTCUSDT,1.1505,1653301200000
BTCUSDT,1.1575,1653300900000
BTCUSDT,1.1631,1653300600000
BTCUSDT,1.1622,1653300300000
BTCUSDT,1.1636,1653300000000
BTCUSDT,1.1636,1653299700000
BTCUSDT,1.1589,1653299400000
BTCUSDT,1.1580,1653299100000
BTCUSDT,1.1594,1653298800000
BTCUSDT,1.1519,1653298500000
BTCUSDT,1.1200,1653298200000
BTCUSDT,1.1173,1653297900000
BTCUSDT,1.1160,1653297600000
BTCUSDT,1.1106,1653297300000
BTCUSDT,1.1084,1653297000000
